Place,avg_rating,review_count,rating_std
Kabini River,4.1791,67,0.8151
Manimuthar And Papanasam Dams,4.1789,95,0.8503
Bee Falls,4.1789,436,0.9173
Chogskhor Monastery,4.1786,28,0.9449
Meenmutty Waterfalls,4.1786,28,0.9449
Rudramata,4.1786,28,0.8189
Namada Chilume,4.1786,28,0.9449
Brahmeswara Temple,4.1786,28,0.7228
Gateway of Ratnagiri,4.1786,28,0.7724
"ISKCON Madurai, Sri Sri Radha Mathurapati Temple",4.1786,28,0.863
Nainital Ropeway,4.1784,185,0.7558
Salar Jung Museum,4.1781,2690,0.8374
Himalayan Zoological Park,4.1779,624,0.8105
Crossroads Mall,4.1778,45,0.6498
Statue Of Unity,4.1776,259,0.9397
Somnath Temple,4.1776,411,0.8724
Ujjain Simhasth Kumbh,4.1774,62,0.7793
Wankhede Stadium,4.1773,406,0.9016
Sri Krishna Museum,4.1771,96,0.846
Barua Sagar,4.1765,17,1.0146
Maharaja World,4.1765,34,0.9035
Solomon's Temple,4.1765,34,0.7966
Achanakmar Wildlife Sanctuary,4.1765,51,0.8175
Dargah Baba Shah Muzafir,4.1765,17,0.7276
Chamba Central Park,4.1765,17,0.5286
Moula Ali Dargaha,4.1765,51,0.9318
Shrine Basilica Bandel,4.1765,85,0.8476
Sfc megaa mall,4.1765,17,0.7276
Mahadeo Hill,4.1765,17,0.8828
Sorimuthu Ayyanar at Sastha Temple,4.1765,17,0.7276
Bishop's House,4.1765,17,1.0744
Sukapha Samannay Kshetra,4.1765,17,1.0744
Unity One,4.1765,34,0.8338
Abhayaranyam Zoo,4.1765,34,0.8694
Celebrity Wax Museum,4.1763,726,0.9001
Devaraja Market,4.1761,142,0.9015
Shivagange,4.1761,159,0.9038
Vithala Temple Complex,4.176,926,0.8726
Eachanari Vinayagar Temple,4.176,233,0.7981
Ramtek Fort Temple,4.1757,74,0.8335
Upper Bhavani Lake,4.1754,342,0.9277
Sand Dunes Leisure Park,4.1753,656,0.837
Savitri Temple,4.1753,679,0.6609
Gol Gumbaz,4.1753,348,0.8217
Rajpath,4.1751,1211,0.8464
Vibhooti Falls,4.175,40,0.8738
Surya Mandir,4.175,80,0.8385
Talakona Waterfall,4.1743,109,0.9214
Hemkund Sahib,4.1743,109,0.8803
Shri Koteshwar Mahadev Temple,4.1739,23,0.7777
Jana Waterfall,4.1739,322,0.9311
Harike Wetland and Bird Sanctuary,4.1739,46,0.769
City Center Haldia,4.1739,23,0.8341
Renuka Wildlife Park,4.1739,23,0.9367
Malabar Hill,4.1739,368,0.7435
Sri Ranganatha Swamy Temple,4.1739,23,0.7777
Vaidyanatheswara Temple,4.1739,23,0.7168
Mani Mandir,4.1739,23,0.8869
Karlad Lake,4.1739,46,0.8513
Nau Devi Temple,4.1733,150,0.8253
Basavanagudi,4.1732,462,0.7425
Thiruvananthapuram Zoo,4.1728,978,0.8655
Harihareshwar Beach,4.1727,220,0.9447
Sao Jacinto Island,4.1724,29,0.8048
Krishnapuram Palace,4.1724,29,0.8481
Mahatma Gandhi Beach,4.1724,29,0.8481
Hanuman Garhi Temple,4.1724,58,0.8406
Gopalpur Zoo,4.1724,29,1.1042
Dulhadev Temple,4.1724,58,0.8406
Sukh Niwas Mahal,4.1724,29,1.0375
The Pavillion,4.1724,29,1.0375
DakshinaChitra Museum,4.1722,360,0.8199
Pancha Rathas,4.1717,664,0.8095
Kalka - Shimla Railway,4.1716,1707,0.9119
Ropeway from Joshimath to Auli,4.1716,134,0.7807
Lodwick Point,4.1714,35,0.8907
Keneseth Eliyahoo Synagogue,4.1714,35,0.9848
Mahamrityunjay Temple,4.1714,35,0.7065
Anshi National Park,4.1714,35,0.8907
Indian Institute of Technology Roorkee,4.1714,35,0.7854
Pachmarhi Catholic Church,4.1714,35,0.747
Matanga Hill,4.1713,321,0.8902
Hawa Mahal - Palace of Wind,4.1712,6561,0.8487
Talakaveri,4.1709,398,0.8253
Tirumala Temple,4.1707,2443,0.8806
Shillong Peak,4.1705,129,0.7819
Ellora Caves,4.1704,2206,0.8368
Himada Gopalswamy Temple,4.1702,141,0.8532
Bheemeshwari Wildlife Sanctuary,4.1702,47,0.9165
Spituk Monastery,4.1694,183,0.7975
Mahakal Temple,4.1692,266,0.8228
Dona Paula Beach and Viewpoint,4.1692,839,0.8888
Swami Vivekananda's Ancestral House,4.1688,77,0.7327
Tiffin Top (Dorothy's Seat),4.168,256,0.8581
Coronation Bridge,4.168,244,0.8268
Bijli Mahadev Temple,4.1679,131,0.954
Shilpgram,4.1678,566,0.8446
Akal Takht,4.1675,573,0.815
Eco Cave Gardens,4.1672,616,0.8979
Ganga Aarti at Haridwar,4.1671,1927,0.8335
Holy Redeemer Church,4.1667,12,0.7177
Chet Singh Ghat,4.1667,12,0.9374
Church of Reis Magos,4.1667,24,0.8165
Mittal City Mall,4.1667,12,0.8348
Adimalathura Beach,4.1667,6,0.9832
Mini Pawagadh,4.1667,6,0.9832
Forum Shantiniketan Mall,4.1667,24,1.0901
Duwan Sing Syiem View Point,4.1667,12,0.7177
Holy Land,4.1667,6,0.7528
Narrow Gauge Rail Museum,4.1667,30,0.8743
Zarwani Waterfall,4.1667,12,0.9374
Chengalamma Temple,4.1667,12,0.8348
Papanasanathar Temple,4.1667,12,0.8348
Church of St. John,4.1667,546,0.8922
Dhua Kund,4.1667,6,0.7528
Balkampet Yellamma Temple,4.1667,30,0.7466
Gaumukh Temple,4.1667,72,0.9641
Cab and Cruise Buddy,4.1667,6,0.7528
Alwarthirunagari Permual Temple,4.1667,12,0.7177
Sibuta Lung,4.1667,6,0.7528
Idamalayar Dam,4.1667,6,0.7528
Mandi,4.1667,6,0.9832
Noori Chamb,4.1667,6,0.9832
Mandavi Beach,4.1667,24,0.9631
Lamadugh Trek,4.1667,6,0.7528
Shimla Heritage Museum,4.1667,30,0.9855
Gahirmatha Turtle Sanctuary,4.1667,6,0.9832
Alsa Mall,4.1667,12,0.7177
Panamaram Jain Temple,4.1667,6,1.6021
Khetri Mahal,4.1667,6,0.9832
Big Daddy Casino,4.1667,42,1.3051
Shirdi Saibaba Janmshtan Mandir,4.1667,6,0.9832
Kayarohanaswamy Temple,4.1667,6,0.7528
Kuttikattu Sree Bhadra Kali Devi Temple,4.1667,6,0.4082
Chinta Valley,4.1667,6,0.7528
Babughat,4.1667,6,0.7528
Neel Parbat,4.1667,6,0.9832
Jambughoda Wildlife Sanctuary,4.1667,24,0.9168
The Urusvati Himalayan Research Institute,4.1667,6,0.7528
Mahisagar Van Vehrakhadi,4.1667,6,1.169
Karaimadai Ranganathar Temple,4.1667,24,0.9631
Varambetta Mosque,4.1667,6,0.7528
Kalsarpa Puja Trimbakeshwar,4.1667,12,1.0299
Achal Nath Shivalaya,4.1667,6,0.7528
Gidhapahar Mandir Temple,4.1667,6,0.4082
Senchal Lake,4.1667,6,0.9832
Rao Madho Singh Museum,4.1667,12,0.7177
Jamwai Mata Temple,4.1667,6,0.9832
Ladakh Rocks & Minerals Museum,4.1667,6,0.9832
Durga Dhara Fall,4.1667,6,1.3292
Maladevi Temple,4.1667,12,0.7177
Majesty Cine Mall,4.1667,6,0.9832
Khanderi Fort,4.1667,6,0.7528
Mankameshwar Mandir,4.1667,48,0.6631
Mahim Beach,4.1667,12,1.0299
Qutbuddin Bakhtiar Kaki,4.1667,6,1.169
Parsi Agyari,4.1667,6,0.4082
Great Bowl,4.1667,18,0.7859
Narnala Fort,4.1667,6,0.9832
R P Mall,4.1667,42,0.7624
Shivkoti Mahadev Temple,4.1667,12,0.9374
Kalaram Temple,4.1667,312,0.7594
Shri Saunsthan Gokarn Partagali Jeevotham Math,4.1667,6,0.9832
Chaukhandi of Hazrat Khalil Ullah,4.1667,12,0.8348
Guwahati Railway Station,4.1667,6,0.9832
Yoga Leela Agonda Rama Yoga Center,4.1667,6,1.169
Hampi,4.1667,96,0.9697
Grand Sigma Mall,4.1667,12,0.9374
Jama Mosque,4.1667,12,0.8348
Khad Khad Dam,4.1667,6,1.169
Vaikunda Perumal Temple,4.1667,6,0.4082
Minto Park,4.1667,18,0.9852
Shree Jagdish Mandir,4.1667,6,0.7528
Kaleshwar Temple,4.1667,30,0.7466
Shri Mahavirji Jain Temple,4.1667,30,0.6989
Kanhoji Angre Samadhi,4.1667,12,0.9374
Baba Mohan Ram Temple,4.1667,18,0.8575
Museum Maison Jeanneret,4.1667,6,0.7528
Matsya and Panchami Tirthas,4.1667,6,0.7528
Madurai Veeran Temple,4.1667,6,0.9832
Sri Jnanakshi Rajarajeshwari Temple,4.1667,6,0.9832
Maasa Miniature Art,4.1667,12,0.9374
Maneckji Seth Agiary,4.1667,6,1.169
Thrikkakara Temple,4.1667,6,0.7528
Sneh Bihari Temple,4.1667,18,0.9852
Fish World Aqua Tourism Village,4.1667,6,0.9832
Umlawan Cave,4.1667,6,0.7528
Pine Grove,4.1667,6,0.7528
Radio Telescope,4.1667,6,0.9832
Cotton Alley,4.1667,6,0.7528
Padmavathi Shopping Mall,4.1667,6,0.9832
Najrul Tirtha,4.1667,24,0.7614
Rail Museum,4.1667,54,0.8633
Palair Reservoir,4.1667,6,0.7528
Pink Square Mall,4.1667,30,0.7466
St Luke's Church,4.1667,12,0.9374
St Mary's Church,4.1667,126,0.827
Anshuman Travels,4.1667,24,0.7614
Mumbai G.P.O,4.1667,42,0.6595
St Mary's Jacobite Syrian Cathedral,4.1667,6,0.7528
Patna Planetarium,4.1667,60,0.8471
Bhutnath Temple,4.1667,6,0.4082
Jain Temple Palghat,4.1667,6,0.4082
Gurudwara Shri Mehdiana Sahib,4.1667,6,0.7528
Siddharth Point,4.1667,6,1.169
Sozhaiyaar Dam,4.1667,12,0.5774
Koottamundu Glass Temple,4.1667,6,0.7528
Sri Srinivasa Temple,4.1667,6,0.7528
Sambhar Salt Lake,4.1667,42,0.853
Sri Sri Matri Mandir,4.1667,6,0.4082
Meherabad,4.1667,12,1.1934
Sri Swami Chidbhavananda Ashramam,4.1667,6,0.7528
Sakhya Sagar Lake,4.1667,12,0.5774
Padma-Mani Jain Temple,4.1667,6,0.7528
Doodh Baori,4.1667,18,0.7859
Dachigam Wildlife Sanctuary,4.1667,60,0.7628
Assam State Zoo and Botanical Garden,4.1667,30,0.9129
Olakaruvi Falls,4.1667,18,0.9235
Tulsi Lake,4.1667,6,0.7528
Sanjay National Park,4.1667,12,0.8348
Ahluwalia's The Great Mall of Kota,4.1667,6,0.9832
Someshwar Water Fall,4.1667,42,0.9349
Company Gardens Allahabad,4.1667,90,0.8245
Kasi Theatre,4.1667,6,0.4082
Rosser Baptist Church,4.1667,6,0.7528
Sree Subrahmanya Swami Temple,4.1667,6,0.7528
Kolad Museum,4.1667,6,0.7528
Kajal Rani Cave,4.1667,6,0.9832
Mattan Temple,4.1667,12,0.7177
Aroha Srushti Agri Tourism,4.1667,6,0.7528
Crescent Mall,4.1667,6,0.9832
Vikram A Sarabhai Community Science Centre,4.1667,42,0.7938
Paaramparya Museum,4.1667,6,0.7528
Phulpui Grave,4.1667,6,0.9832
Lawson's Bay Beach,4.1667,18,0.7071
Lord Sanamahi Temple,4.1667,6,0.7528
Gugarnal National Park,4.1667,6,0.7528
Bhumika Devi Temple,4.1667,6,0.7528
Bhuma Niketan temple,4.1667,24,0.637
Nagalapuram Falls,4.1667,42,1.034
Daying Ering Wildlife Sanctuary,4.1667,6,0.7528
Utkanteshwar Mahadev Temple,4.1667,6,0.7528
Sikhareswar Swamy Temple,4.1667,6,0.7528
Old tampale is agra Rajewar madir,4.1667,12,0.7177
Delhi Metro,4.1661,1180,0.8538
Vellore Fort,4.166,247,0.8318
Se Cathedral,4.1659,428,0.8482
Kailasanatha Temple,4.1659,217,0.8607
Kalatop Wildlife Sanctuary,4.1655,278,0.904
Chitradurga Fort,4.1655,278,0.8674
Indira Gandhi Rashtriya Manav Sangrahalaya - National Museum of Mankind,4.1654,272,0.7863
Tea Garden,4.165,394,0.8169
Vypeen Island,4.1646,79,0.7915
Gateway of India,4.1644,10710,0.8517
Apharwat Peak,4.1644,590,0.9223
Thenmala Dam,4.1644,73,0.8662
Panchalingeswar Temple,4.1642,67,0.8275
Shri Mahakaleshwar Temple,4.1641,1085,0.8188
Dakshineswar Kali Temple,4.1641,2694,0.8724
Maryamuzzamani Palace,4.1639,61,0.8599
The Beach At Mandvi Palace,4.1639,122,0.9988
Sri Rangam Ranga Nathar Temple,4.1639,61,0.8202
Palladium Mall,4.1639,61,0.9342
Nohsngithiang (Seven Sisters) Falls,4.1636,385,0.858
Gurudwara Rakab Ganj,4.1636,55,0.788
Pahari Mandir,4.1635,104,0.8138
Brahmagiri Hill,4.1633,49,0.9208
Iscon Mega Mall,4.1628,43,0.871
Shree Camp Hanuman Mandir,4.1628,215,0.801
Thousand Pillars Temple,4.1628,43,0.7847
Le Corbusier Centre,4.1628,86,0.7648
Dada Hari Ni Vav,4.1628,129,0.8459
Big Banyan Tree,4.1623,265,0.7386
Sree Padmanabhaswamy Temple,4.1621,2419,0.8282
Vastrapur Lake,4.1619,247,0.9006
Paliem Sweet Water Lake,4.1616,99,0.9444
Sankar Monastery,4.1613,31,0.7788
Priyadarshini Point (Forsyth Point),4.1613,62,0.853
Golden Devi Temple,4.1613,31,0.8601
Keshavraj Temple,4.1609,87,0.8876
Spice World Mall,4.1605,81,0.9805
Parliament House,4.1604,424,0.8123
Maner Sharif,4.16,25,0.7461
Valvan Lake,4.16,25,0.8981
Jalan Museum,4.16,25,0.8
Agastya Lake,4.16,150,0.8829
Lakeshore Watersports,4.16,25,0.8505
Rabindra Bharati University Museum,4.16,25,0.8
Gorewada Lake,4.16,25,0.8505
Bhuikot Fort,4.16,25,0.7461
Hussainabad Picture Gallery,4.16,25,0.688
Highfield Tea Factory,4.1599,294,0.8042
Panna Meena ka Kund,4.1598,388,0.8166
Chhattisgarh City Center Mall,4.1596,94,0.7377
Hazara Rama Temple,4.1594,207,0.8353
Abad Nucleus Mall,4.1594,69,0.7788
Talakaveri Temple,4.1591,220,0.8093
French Institute,4.1591,44,0.9387
Don Bosco Centre for Indigenous Cultures,4.159,673,0.7906
Second Hooghly Bridge,4.1586,145,0.8472
Vaishno Devi Mandir,4.1583,2160,0.8587
Sreevaraham Temple Pond,4.1579,19,0.8342
Birla Museum,4.1579,57,0.7018
Kaaraneeswarar Temple,4.1579,19,0.6882
Ram Ghat,4.1579,57,0.8407
Kankali Devi Temple,4.1579,19,0.5015
Tringalwadi Fort,4.1579,19,0.8983
Chitragupta Temple,4.1579,38,0.6789
Sagar Lake,4.1579,19,0.7647
Tumble House,4.1579,19,1.2589
Akbar's Tomb,4.1579,19,0.8983
Magadi RanganathaSwamy Temple,4.1579,19,0.8342
Skybird Water Park,4.1579,19,0.7647
Gandhi Hill,4.1579,38,0.7893
Sati Anusuya Temple,4.1579,38,1.0274
Pitamahal Dam,4.1579,19,0.9582
Guru Gobind Singh Stadium,4.1579,19,0.6021
Dudhadari Temple,4.1579,19,0.6882
Akshi Beach,4.1579,76,0.9388
Shri Nakoda Jain Temple,4.1579,38,0.8861
Tungabhadra Gardens and Dam,4.1578,469,0.8376
Omkareshwara Temple,4.1573,356,0.8311
St. Mary's Church,4.1571,191,0.7857
Rajaji Retreat,4.1569,51,0.8803
Lakkidi View Point,4.1568,740,0.8483
Kollam Beach,4.1566,332,1.0163
The Shopprix Mall,4.1566,83,0.9688
Radha Damodar Temple,4.1562,64,0.8768
Snow World,4.1554,444,0.9832
Shrinathji Temple,4.155,458,0.8801
Snow World Mumbai,4.1549,142,1.0196
Palzor Stadium,4.1548,84,0.7197
Dassam Falls,4.1548,168,0.9664
Agora Mall,4.1546,97,0.8581
Sudama Setu (Sudama Bridge),4.1546,97,0.7818
Vigneshwara Temple,4.1538,26,0.8339
Kote Venkataramana Temple,4.1538,26,0.7845
Arna Jharna: The Thar Desert Museum of Rajasthan,4.1538,26,0.8339
Karhateshwar Temple,4.1538,13,1.0682
Shri Yogishwar Mutt,4.1538,13,0.6887
Karmanghat Hanuman Temple,4.1538,52,0.7245
Western Court Building,4.1538,13,0.8987
Neptune Magnet Mall,4.1538,26,0.8806
Kokrebellur Pelicanry,4.1538,13,0.8006
Maniar's Wonderland Snow Park,4.1538,39,1.2678
Aare Ware Beach,4.1538,13,0.8006
Bhakra Dam,4.1538,65,0.8702
"Holy Cross Church, Cordel",4.1538,13,0.8987
Pandava Gufa,4.1538,13,0.6887
Baijnath Temple,4.1538,650,0.8221
Kanak-Durga Temple,4.1538,13,0.6887
Chapoli Dam,4.1538,13,0.9871
Heart Lake,4.1538,13,0.8987
Modakeshwar Ganesh Temple,4.1538,13,0.8006
Panitras Samtaber,4.1538,13,0.8987
Mother's Wax Museum,4.1538,247,0.8558
Thalassery Fort,4.1538,13,0.8987
Kasba Peth Ganpati Temple,4.1538,13,0.8006
Ken Gharial Sanctuary,4.1538,26,0.8806
Kanichukulangara Devi Temple,4.1538,13,0.8006
Janardana Temple,4.1538,13,0.8006
Nava Mukunda Temple,4.1538,13,0.9871
Vazhachal Waterfalls,4.1538,65,0.7951
Khandi Waterfalls,4.1538,13,0.9871
Punganoor Lake,4.1538,26,1.0842
Kanger Valley National Park,4.1538,39,0.8747
Bharathapuzha River,4.1538,13,0.8987
Vihar Lake,4.1538,13,0.9871
Kalasa,4.1538,52,0.7767
Qila Bahadurgarh,4.1538,13,0.5547
Jayanti Mahakal Cave,4.1538,13,0.9871
National Museum,4.1536,573,0.9241
Ashtalakshmi Temple,4.1536,293,0.7853
Kozhikode Beach,4.1532,496,0.9933
Harsiddhi Mataji Temple,4.1525,59,0.7147
Veerabhadra Swamy Temple Complex,4.1522,46,0.7293
Sea Shore Temple,4.1521,1295,0.8848
Berijam Lake,4.1521,769,0.8921
Pataleshwar Cave Temple,4.152,375,0.8343
Sri Mallikarjuna Swamy Temple,4.1517,356,0.8219
Vengurla Malvan Beach,4.1515,33,0.9056
Taptapani  Hot Water Springs,4.1515,33,0.7124
Tarn Taran Sahib,4.1515,132,0.7862
Lakshmi Temple,4.1509,53,0.8412
Sukhadia Circle Fountain,4.1504,266,0.8149
Gujarat Science City,4.1503,306,0.9217
Mani Bhavan Gandhi Museum,4.1503,1384,0.8387
Bombay Point,4.15,40,0.8336
Urusvati Museum of Folklore,4.15,20,0.8751
Jaipur Metro,4.15,20,0.8751
Jubilee Baug,4.15,20,0.6708
Kamakshi Mandir,4.15,20,0.9881
Sun City Mall,4.15,20,0.9881
Siyali Mahadev Temple,4.15,60,0.7773
Ayyana Kere,4.15,40,0.8336
Kolhapur,4.15,40,0.9213
Azhakodi Devi Temple,4.15,20,0.7452
Krishna Kanth Park,4.15,20,0.8751
Shri Devi Bhagwati Mandir,4.15,40,0.7355
Phensong Monastery,4.15,20,0.6708
Greenfield Stadium (Trivandrum International Stadium),4.15,20,0.8127
The Ganesh Garden,4.15,20,1.04
Phool Bagh,4.15,40,0.6998
Maa Bambleshwari Temple,4.15,20,0.7452
Ghoradeshwar Temple,4.15,20,0.8751
Takmak Fort,4.15,20,1.04
Victoria Dam,4.15,20,0.8751
The Cabo Palace,4.15,40,0.8336
Kondapalli Fort,4.15,20,0.8751
Melkote,4.1495,214,0.7968
The Madras Crocodile Bank Trust and Centre for Herpetology,4.1494,1586,0.8561
Mount Abu Wildlife Sanctuary,4.1493,67,0.9415
Sikkim Manipal University,4.1489,47,0.807
Vedanthangal Bird Sanctuary,4.1488,121,0.9098
Maharana Pratap Memorial,4.1482,425,0.9107
Royal Calcutta Turf Club,4.1481,54,0.7869
Valley of flowers - Hemkunt Sahib,4.1481,27,0.864
Sri Radhavallabh Vrindavan Temple,4.1481,54,0.8558
Nehru Science Center,4.1481,135,0.9504
Valvan Dam,4.1481,27,0.9885
Sri Vidya Saraswathi Shani Temple,4.1481,27,0.864
Chamunda Nandikeshwar Temple,4.1473,129,0.8759
Roots Bridges,4.1471,238,0.8109
Mahakali Temple,4.1471,34,0.8214
Bhitar Kanika National Park,4.1471,34,0.9255
Sri Subrahmanya Swami Devasthanam,4.1468,109,0.8695
Neelkantheshwar,4.1467,75,0.8958
Chettiar Park,4.1466,232,0.8604
Arasavilli Suryanarayana Temple,4.1463,41,0.7267
Shila Devi Temple,4.1461,89,0.8055
Siruvani Falls and Dam,4.1458,48,0.8503
Pazhamudhir Solai,4.1457,254,0.8042
Tibetan Market,4.1457,254,0.8331
Chottanikkara Temple,4.1453,530,0.8908
Dholya Ganapati,4.1452,62,0.8267
Mall of Travancore,4.1452,62,0.8463
Former President A.P.J. Abdul Kalam House,4.1452,372,0.8244
Statue Park,4.1449,69,0.8094
Nilgiri Mountain Railway,4.1443,1469,0.8895
Tower of Fame (Kirti Stambh),4.1441,118,0.8089
Garuda Mall,4.1441,229,0.8842
Pushkar Camel Fair,4.1439,139,0.7179
Bijasan Mata Temple,4.1429,7,0.6901
Kakochang Waterfalls,4.1429,14,0.9493
Reechgarh,4.1429,105,0.8926
Garden of Caves,4.1429,35,0.8793
Jambhulwadi Lake,4.1429,7,0.6901
Kandoliya Temple,4.1429,14,0.7703
Ayappa Temple,4.1429,7,0.6901
Yamuna Sports Complex,4.1429,28,0.6506
Om Parvat,4.1429,7,1.069
Good Earth City Center,4.1429,7,0.6901
Kavalshet Point,4.1429,7,1.215
Wish Fullfilling Tree,4.1429,35,0.6921
Thirumayam Fort,4.1429,49,0.9129
Mistletoe art Gallery,4.1429,7,0.6901
Mochemad Beach,4.1429,7,0.8997
Khereshwar Temple,4.1429,14,0.7703
Gopalan Arcade Mall,4.1429,35,0.9438
Goshal fall,4.1429,7,0.8997
Rayadurg Fort,4.1429,7,0.6901
Ravibhan Temple,4.1429,7,0.6901
Hidimba Parvat,4.1429,14,0.8644
Shri Mandore Bheruji,4.1429,7,1.215
Pandit Nehru Botanical Gardens,4.1429,7,0.8997
Kazimar Big Mosque and Maqbara,4.1429,7,0.8997
Anashi Waterfall,4.1429,14,0.663
The Lost Lake,4.1429,28,0.8909
Shri Kanchi Kamakoti Peetham,4.1429,91,0.8106
Dewa Shareef Dargah,4.1429,7,0.6901
Kalpeshwar Temple,4.1429,7,0.8997
Bhairav Nath Temple,4.1429,14,0.9493
City Square Mall,4.1429,35,0.9438
Shri Aryadurga Temple,4.1429,7,0.6901
Nagara Fort,4.1429,14,0.9493
Sakaleswara Temple,4.1429,28,0.9315
Waghur Dam,4.1429,14,0.7703
Arulmigu Gneeliwaneswarar Temple,4.1429,7,0.6901
Dadhimati Mata Temple,4.1429,7,0.8997
Odxel Beach,4.1429,21,1.1084
Fairy Falls,4.1429,77,0.9136
Sri Dakshinamurthy Temple,4.1429,7,0.6901
Biological park Itanagar,4.1429,7,0.6901
Inox Cinemas,4.1429,7,0.6901
SagarDighi,4.1429,21,0.727
Trikuteshwara Temple,4.1429,14,0.8644
Walkway Mall,4.1429,14,0.7703
Meenkulathi Bhagavathi AmmanTemple,4.1429,7,0.8997
Peechi-Vazhani Wildlife Sanctuary,4.1429,7,0.6901
Splitz & Strikezz Bowling Alley,4.1429,7,1.215
Lokhandwala Lake,4.1429,7,0.8997
Tungnath Temple,4.1429,224,0.8508
Santala Devi Temple,4.1429,7,1.069
Mehao Wildlife Sanctuary,4.1429,7,0.8997
Sri Vamsi,4.1429,7,0.6901
Sardar Bhagat Singh Museum,4.1429,7,0.8997
Goripalayam Dargah,4.1429,14,0.8644
Thottappally Beach,4.1429,21,0.7928
St Thomas Fort,4.1429,7,0.378
Nagarjuna Ayurvedic Centre,4.1429,21,1.0623
"St Thomas Syro-Malabar Catholic Church ,Kokkamangalam",4.1429,7,0.8997
Maenam Hill,4.1429,35,0.8452
St. Dominic's Cathedral,4.1429,7,0.6901
Bugle Rock,4.1429,70,0.7668
Swatantra Sangrama Sangrahalaya,4.1429,7,0.6901
Ganesh Bagh,4.1429,7,0.6901
Kumar Pacific Mall,4.1429,49,0.8898
Gaurisagar Tank And Temples,4.1429,7,0.378
Durga Narayani Temple,4.1429,14,0.7703
Bansi Gopal Temple,4.1429,7,1.069
Thambi View Point,4.1429,14,0.9493
Bahuti Falls,4.1429,7,1.215
Venkatarama Theatre,4.1429,7,1.215
Diablab Lake,4.1429,7,0.6901
Shaheed-E-Azam Museum,4.1429,14,0.8644
Pur Udan Chatri,4.1429,7,0.8997
Keshavdeo Temple,4.1429,7,0.378
Orchid City Centre Mall,4.1429,7,0.6901
AMU Jama Masjid,4.1429,14,0.663
Garib Sthan Mandir Temple,4.1429,21,0.6547
Hingolgadh Nature Education Sanctuary,4.1429,7,0.8997
Jawahar Park,4.1429,7,0.6901
Bandhavgarh Fort,4.1429,7,0.8997
Malnath Shiv Temple,4.1429,14,0.9493
Kalibanga Museum,4.1429,14,0.8644
Zenith Waterfall,4.1429,14,0.8644
Didneswari Temple,4.1429,7,1.215
Motimahal-Heritage Building of Scindia Dynasty,4.1429,7,0.6901
Shah Jahan's Mosque,4.1429,28,0.8034
Tantipara Mosque,4.1429,7,0.6901
Dal Lake,4.1425,5032,0.9654
Shri Badrinath Ji Temple,4.1425,449,0.8489
Cabo de Rama Fort,4.1421,359,0.9181
Revi Karunakaran Museum,4.1416,219,0.8312
Bodhi Tree,4.1415,417,0.8473
Sri Digambar Jain Lal Mandir,4.1415,106,0.8331
Amar Sagar Lake,4.1413,92,0.8591
Takht Sri Harmandir Sahib Ji,4.1411,319,0.848
Kihim Beach,4.141,156,1.0061
Diwan-I-Khas,4.1409,149,0.8384
Taj ul Masajid,4.1408,142,0.8959
Unchalli Falls,4.1406,64,0.8139
Kanke Dam,4.1406,64,0.9062
Kanyakumari Beach,4.1402,1070,0.9252
Reserve Forest Sanctuary,4.14,50,0.9691
Akasa Ganga,4.14,50,0.8084
Motijheel Park,4.14,50,0.8332
Jog Falls,4.14,836,0.8962
St. John's Church,4.1397,544,0.8598
Chopta Valley,4.1395,43,0.8614
Kanchendzonga National Park,4.1395,43,0.8042
Pothundy Reservoir,4.1395,43,0.8333
Deer Park,4.1391,611,0.823
Kathakali,4.1391,151,0.8721
Snow View Point,4.139,518,0.8482
Shrikshetra Mahurgadh,4.1389,36,0.7617
Sri Venkatesvara Museum,4.1389,36,0.7617
Focus Mall,4.1389,72,0.8102
Amaravati Buddhist Site,4.1389,36,0.7617
Himalayan Mountaineering Institute,4.1382,1245,0.7693
Diwan-e-Khas Hall of Private Audience,4.1381,239,0.7844
Kynrem Falls,4.1379,29,0.8334
Cholamu Lake,4.1379,29,0.7894
New Nice Marble Art & Handicrafts,4.1379,29,0.8334
Shankar Falls,4.1379,29,0.6394
Vivekananda Memorial,4.1379,29,0.7428
Nakhoda Mosque,4.1379,29,0.693
Guptar Ghat,4.1379,29,1.0255
Company Bagh,4.1375,80,0.9105
Vishwanath Temple,4.1375,80,0.8822
Delhi Airport Metro Express,4.1374,2344,0.8376
Ancient Temples of Kalachuri,4.1373,51,0.8005
Alappuzha Lighthouse,4.1367,256,0.8218
Dhabhai Kund,4.1364,22,0.8888
Vagamon Orchidarium and Floriculture Project,4.1364,22,0.8335
Butterfly Park,4.1364,110,0.7837
Ksheera Ramalingeswara Swamy Temple,4.1364,22,0.8335
Wayanad Tea Museum,4.1364,44,0.7951
Indira Gandhi Wildlife Sanctuary and National Park,4.1364,44,0.7019
Lakshmiramana Swamy Temple,4.1364,22,0.8335
Chennai Turtle Walk,4.1364,22,0.8888
Colvin Taluqdars' College,4.1364,22,0.8335
Lotus Throne,4.1364,154,0.8329
Vallimalai Subramanyar Temple,4.1364,22,0.7102
Bara Bazaar,4.1364,44,0.7342
Casino Palms,4.1361,169,0.9755
Vellingiri Hill Temple,4.1359,103,0.8523
Tanni Jubbar Lake,4.1356,59,0.8399
Ooty Lake,4.1356,2050,0.9585
Coronation Throne Of Norbugang,4.1356,59,0.8399
