City,avg_polarity,avg_subjectivity,review_count,dominant_sentiment
Farsaheya,0.2568,0.526,8,Positive
Ankleshwar,0.2566,0.5226,15,Positive
Agumbe,0.2565,0.5549,213,Positive
Imphal,0.2562,0.51,1058,Positive
Nalagarh,0.2561,0.6463,25,Positive
Changanacherry,0.2559,0.429,20,Positive
Palani,0.2557,0.5438,615,Positive
Uttarkashi,0.2555,0.5659,293,Positive
Raebareli,0.2555,0.4935,12,Positive
Thiruvilvamala,0.255,0.5234,8,Positive
Aizawl,0.255,0.5199,295,Positive
Sawai Madhopur,0.2549,0.5663,5411,Positive
Ullal,0.2549,0.5693,14,Positive
Dharamkot,0.2548,0.5362,22,Positive
Karnala,0.2547,0.5238,131,Positive
Gobichettipalayam,0.2546,0.5609,9,Positive
Sulthan Bathery,0.2546,0.4925,148,Positive
Rajgurunagar,0.2542,0.6653,2,Positive
Sundargarh,0.2541,0.3908,11,Positive
Devprayag,0.2541,0.5426,140,Positive
Pushkar,0.2538,0.5297,4363,Positive
Ujjain,0.2533,0.515,3513,Positive
Dharmasthala,0.253,0.5295,330,Positive
Rudrapur,0.2528,0.5091,22,Positive
Yadagirigutta,0.2525,0.5518,80,Positive
Panipat,0.2523,0.4695,193,Positive
Omkareshwar,0.2522,0.4944,494,Positive
Hooghly,0.2521,0.4747,351,Positive
McLeod Ganj,0.2521,0.5604,6741,Positive
Sakti,0.252,0.5174,11,Positive
Marthandam,0.2519,0.5851,24,Positive
Khonoma,0.2518,0.5218,72,Positive
Somwarpet,0.2517,0.506,85,Positive
Cortalim,0.2517,0.4829,6,Positive
Kushinagar,0.2516,0.5151,191,Positive
Narnaul,0.2516,0.5575,58,Positive
Nathdwara,0.2516,0.5128,826,Positive
Vizhinjam,0.2515,0.5298,86,Positive
Junnar,0.2515,0.5597,230,Positive
Dhari,0.2514,0.4333,5,Positive
Bijapur,0.2513,0.5145,1104,Positive
Thekkady,0.2509,0.5454,6040,Positive
Hogenakkal,0.2508,0.5503,120,Positive
Bhalukpong,0.2508,0.5817,19,Positive
Shirdi,0.2508,0.4902,4344,Positive
Angamaly,0.2507,0.4578,66,Positive
Ayodhya,0.2504,0.5381,346,Positive
Panhala,0.2502,0.423,10,Positive
Dwaraka Tirumala,0.2501,0.5396,53,Positive
Jhargram,0.25,0.45,1,Positive
Tirupattur,0.25,0.3,1,Positive
Jagraon,0.25,0.275,2,Positive
Thiruvedagam,0.25,0.7,1,Positive
Proddatur,0.25,0.4722,3,Positive
Bhilai,0.2498,0.4641,160,Positive
Hunder,0.2498,0.5622,133,Positive
Mansar,0.2496,0.5517,55,Positive
Chitrakoot,0.2496,0.5006,304,Positive
Umbergaon,0.2494,0.5333,7,Positive
Varanasi,0.2491,0.5303,15641,Positive
Udayagiri,0.249,0.5233,6,Positive
Kaza,0.2486,0.5402,639,Positive
Mathura,0.2485,0.5203,1792,Positive
Salkanpur,0.2485,0.5796,6,Positive
Sawantwadi,0.2484,0.4978,50,Positive
Auroville,0.2482,0.5109,1492,Positive
Kuthar,0.2481,0.4904,15,Positive
Wargal,0.2481,0.4209,7,Positive
Tiruppur,0.2481,0.5127,155,Positive
Pilibhit,0.248,0.4798,31,Positive
Deoghar,0.248,0.5329,657,Positive
Pattadakal,0.248,0.5009,376,Positive
Alirajpur,0.2479,0.5062,1,Positive
Patan,0.2478,0.4959,90,Positive
Harnai,0.2477,0.4996,13,Positive
Sahibganj,0.2475,0.5237,27,Positive
Fort Kochi,0.2474,0.521,25,Positive
Caranzalem,0.2473,0.6345,14,Positive
Kammasandra,0.2472,0.5478,126,Positive
Chandor,0.2471,0.5163,108,Positive
Courtallam,0.247,0.5219,233,Positive
Ambarnath,0.2466,0.5775,63,Positive
Velavadar,0.2465,0.5184,90,Positive
Bantwal,0.2465,0.5197,19,Positive
Kudli,0.2464,0.5339,1,Positive
Loutolim,0.2463,0.4724,166,Positive
Pandavapura,0.2461,0.5158,16,Positive
Gulbarga,0.2457,0.4785,204,Positive
Muzaffarnagar,0.2452,0.4705,26,Positive
Jaigaon,0.245,0.5613,4,Positive
Mailam,0.245,0.5465,19,Positive
Kuttanad,0.2447,0.5663,33,Positive
Majuli,0.2446,0.5306,132,Positive
Vedaranyam,0.2445,0.6036,9,Positive
Pattikad,0.244,0.5197,25,Positive
Odagaon,0.244,0.75,3,Positive
Verna,0.2437,0.5243,57,Positive
Pallickathodu,0.2436,0.5585,70,Positive
Chandrapur,0.2436,0.5355,110,Positive
Muvattupuzha,0.2434,0.4623,27,Positive
Narasaraopet,0.2432,0.4556,18,Positive
Devikulam,0.2431,0.4724,121,Positive
Digboi,0.2428,0.5247,47,Positive
Sherpe,0.2427,0.5325,5,Positive
Tuticorin,0.2426,0.4865,90,Positive
Wardha,0.2426,0.4831,107,Positive
Devarayanadurga,0.2426,0.4735,28,Positive
Bhabhua,0.2426,0.3074,6,Positive
Thirunelly,0.2424,0.4966,18,Positive
Agatti,0.2423,0.5179,70,Positive
Oachira,0.2417,0.7033,5,Positive
Vidisha,0.2413,0.4964,144,Positive
Khichan,0.2411,0.502,62,Positive
Jorhat,0.2409,0.4961,201,Positive
Parbhani,0.2408,0.4916,27,Positive
Rayagada,0.2404,0.5292,11,Positive
Jajpur,0.2403,0.4327,59,Positive
Zuluk,0.2402,0.5332,106,Positive
Bandipur,0.2399,0.5355,974,Positive
Palamaner,0.2397,0.5587,5,Positive
Murshidabad,0.2396,0.4818,923,Positive
Guruvayur,0.2396,0.5018,959,Positive
Sonamarg,0.2391,0.5939,518,Positive
Gouradanda,0.2391,0.4963,15,Positive
Mazbat,0.2386,0.5707,2,Positive
Nagothane,0.2385,0.4516,32,Positive
Raigarh,0.2384,0.5908,8,Positive
Tiruvannamalai,0.2378,0.5058,529,Positive
Bongaigaon,0.2375,0.4746,15,Positive
Anantnag,0.2375,0.5359,289,Positive
Stakna,0.2375,0.375,1,Positive
Nalbari,0.2374,0.4594,7,Positive
Palitana,0.2372,0.5294,178,Positive
Bageshwar,0.2371,0.4839,67,Positive
Thirukadaiyur,0.2371,0.528,74,Positive
Tuljapur,0.2371,0.5362,110,Positive
Shoja,0.2371,0.5906,57,Positive
Mahad,0.2369,0.6108,28,Positive
Daman,0.2368,0.5492,2458,Positive
Prem Nagar,0.2368,0.5081,10,Positive
Mahasamund,0.2362,0.4813,29,Positive
Dhubri,0.2361,0.4815,9,Positive
Yelagiri,0.2361,0.5348,762,Positive
Dirang,0.2355,0.5232,82,Positive
Phagwara,0.2353,0.453,18,Positive
Tadong,0.2351,0.606,2,Positive
Tikamgarh,0.2347,0.4375,11,Positive
Pandharpur,0.2345,0.5177,317,Positive
Dawki,0.2344,0.5356,396,Positive
Swamimalai,0.2339,0.5608,39,Positive
Gadwal,0.2334,0.4795,40,Positive
Navadvipa,0.2333,0.2917,2,Positive
Thangadh,0.2333,0.275,1,Positive
Bajarwadi,0.2332,0.6021,15,Positive
Pragpur,0.2331,0.502,41,Positive
Peren,0.2326,0.5639,3,Positive
Balasinor,0.2325,0.553,36,Positive
Sevagram,0.2323,0.4276,20,Positive
Nazira,0.2319,0.3236,6,Positive
Kopargaon,0.2319,0.4495,12,Positive
Thirukkarugavur,0.2318,0.5308,80,Positive
Silchar,0.2316,0.5189,88,Positive
Pollachi Town,0.2316,0.5249,193,Positive
Cherthala,0.2313,0.5135,31,Positive
Khaniyara,0.2313,0.4271,17,Positive
Gorumara National Park,0.2311,0.5099,168,Positive
Shravasti,0.231,0.5518,18,Positive
Baramati,0.2308,0.408,200,Positive
Nimbahera,0.2306,0.4222,2,Positive
Malda,0.2304,0.4999,191,Positive
Chanderi,0.2304,0.5359,124,Positive
Kohri,0.2299,0.4528,3,Positive
Raichak,0.2299,0.5029,43,Positive
Saligrama,0.2294,0.4844,8,Positive
Bokakhat,0.2293,0.6246,14,Positive
Parassinikadavu,0.2292,0.5052,57,Positive
Nalsarovar,0.2288,0.5196,127,Positive
Maynaguri,0.2287,0.5782,5,Positive
Bannari,0.2283,0.5528,15,Positive
Saharanpur,0.2282,0.4846,63,Positive
Kaladhungi,0.2279,0.4664,185,Positive
Udalguri,0.2275,0.3008,2,Positive
Srirangapatna,0.2272,0.4925,889,Positive
Sariska,0.2268,0.5406,182,Positive
Gir National Park,0.2266,0.4826,53,Positive
Gurdaspur,0.2264,0.45,70,Positive
Gumla,0.2264,0.5028,4,Positive
Badrinath,0.2259,0.5416,903,Positive
Blathykavala,0.225,0.6708,2,Positive
Titwala,0.2238,0.4998,16,Positive
Bakkhali,0.2234,0.5242,202,Positive
Tumari,0.2232,0.4853,31,Positive
Yana,0.223,0.5612,175,Positive
Tiruvallur,0.2228,0.434,46,Positive
Bharmour,0.2222,0.5,69,Positive
Virje,0.2222,0.3461,5,Positive
Hingolgadh Village,0.2221,0.4652,9,Positive
Veraval,0.2219,0.5456,41,Positive
Haldia,0.2214,0.4545,66,Positive
Jwalamukhi,0.2213,0.5365,315,Positive
Muktsar,0.2209,0.3953,29,Positive
Puttur,0.2208,0.6347,5,Positive
Amarkantak,0.2207,0.5044,431,Positive
Kalpa,0.2206,0.5902,73,Positive
Sitamarhi,0.2205,0.388,49,Positive
Mantralayam,0.2205,0.5097,155,Positive
Thiruparankundram,0.2202,0.4969,34,Positive
Gangotri,0.2199,0.5502,261,Positive
Samayapuram,0.2197,0.5695,42,Positive
Nadaun,0.2197,0.4321,3,Positive
Maravanthe,0.2194,0.4185,4,Positive
Dakor,0.2191,0.486,39,Positive
Madduru,0.2185,0.4387,16,Positive
Dharmapuri,0.2179,0.5455,549,Positive
Dimapur,0.2173,0.5042,118,Positive
Jawahar,0.2167,0.3333,1,Positive
Bainguinim,0.2164,0.4947,36,Positive
Narasapura,0.2164,0.2779,16,Positive
Sasan Gir,0.2162,0.5074,480,Positive
Kakkabe,0.2156,0.5539,420,Positive
Sivasagar,0.2153,0.4681,20,Positive
Devanhalli,0.2152,0.4661,75,Positive
North Paravur,0.2151,0.4721,131,Positive
Khairabad,0.215,0.64,1,Positive
Mopidevi,0.2144,0.6037,7,Positive
Lakhpat,0.2143,0.4798,69,Positive
Koilwar,0.2143,0.4429,2,Positive
Bulandshahr,0.214,0.4391,3,Positive
Menar,0.2139,0.4208,4,Positive
Birpara,0.2137,0.4868,21,Positive
Karaikal,0.2136,0.5452,128,Positive
Lawngtlai,0.2136,0.5683,5,Positive
Hunsur,0.2134,0.5165,297,Positive
Tarapith,0.2125,0.4875,195,Positive
Gadag,0.2119,0.5124,51,Positive
Nako,0.2118,0.5197,40,Positive
Udvada,0.2118,0.4875,42,Positive
Cheyyar,0.2113,0.4766,10,Positive
Soraba,0.2111,0.5,1,Positive
Kuruppampady,0.2108,0.5715,37,Positive
Sanquelim,0.2103,0.4503,12,Positive
Maem,0.2096,0.5187,18,Positive
Chengannur,0.2096,0.5989,16,Positive
Yelandur,0.2095,0.2714,1,Positive
Ambavli,0.2094,0.5129,33,Positive
Jolaibari,0.2094,0.3841,10,Positive
Baramulla,0.2092,0.4717,5,Positive
Belthangady,0.2086,0.4827,38,Positive
Chandipur,0.2082,0.4973,58,Positive
Bidarakatte,0.208,0.4369,4,Positive
Nilgiri,0.208,0.5104,60,Positive
Vaishali,0.2077,0.4799,83,Positive
Alto-Porvorim,0.2076,0.5188,5,Positive
Roing,0.2075,0.4996,57,Positive
Adimaly,0.2069,0.6272,11,Positive
Dabhoi,0.2065,0.5039,37,Positive
Fatehgarh,0.206,0.4925,8,Positive
Panna Tiger Reserve,0.2057,0.5088,8,Positive
Tranquebar,0.2051,0.4613,53,Positive
Kannauj,0.205,0.4675,6,Positive
Malavalli,0.2049,0.4336,7,Positive
Kanakapura,0.2046,0.5246,171,Positive
Talyachi Wadi,0.2042,0.5167,2,Positive
Madurantakam,0.204,0.3993,5,Positive
Villupuram,0.2036,0.4495,79,Positive
Tiruchengode,0.2029,0.4806,34,Positive
Kufri,0.2027,0.5504,140,Positive
Nandyal,0.2026,0.4136,7,Positive
Madla,0.2026,0.4062,3,Positive
Talakad,0.2023,0.4548,114,Positive
Dasanapura,0.2019,0.5009,2,Positive
Barasat,0.2016,0.3884,31,Positive
Baratang Island,0.2014,0.5027,290,Positive
Govardhan,0.2013,0.3937,6,Positive
Kamarpukur,0.2005,0.4269,43,Positive
Punalur,0.2003,0.3698,25,Positive
Doddaballapur,0.2001,0.5599,33,Positive
Kolaghat,0.2,0.3771,4,Positive
Wandoor,0.2,0.4,1,Positive
Rampuriya Bujrg,0.2,0.5,1,Positive
Morena,0.2,0.5038,78,Positive
Duhka,0.2,0.9667,1,Positive
Paithan,0.2,0.5333,1,Positive
Sundarbans National Park,0.1998,0.5021,131,Positive
Sivaganga,0.1995,0.4245,40,Positive
Mailani,0.1994,0.3818,9,Positive
Nalanda,0.199,0.4477,289,Positive
Gingee,0.1988,0.4819,78,Positive
Koppal,0.1982,0.4613,42,Positive
Narlai,0.1982,0.2982,2,Positive
Meppadi,0.1979,0.5771,14,Positive
Nagapattinam,0.1972,0.5021,305,Positive
Maharashtra,0.1963,0.4947,95,Positive
Bhavani,0.196,0.4104,18,Positive
Faridkot,0.1959,0.3995,32,Positive
Madhugiri,0.1957,0.5768,67,Positive
Cola,0.1955,0.4172,54,Positive
Vaitheeswarankovil,0.1954,0.5234,74,Positive
Haripur,0.1951,0.5264,7,Positive
Parthampura,0.195,0.3408,4,Positive
Ambikapur,0.195,0.5007,19,Positive
Janjgir,0.1949,0.3742,12,Positive
Ziro,0.1945,0.5185,51,Positive
Deoria,0.194,0.4246,5,Positive
Sonepur,0.1937,0.4524,26,Positive
Tharangambadi,0.1936,0.4985,140,Positive
Kedarnath,0.1936,0.538,450,Positive
Gaya,0.1935,0.4997,430,Positive
Mokokchung,0.1923,0.3815,14,Positive
Mamidada,0.1917,0.4083,2,Positive
Kamod,0.1917,0.6272,4,Positive
Namdapha National Park,0.19,0.388,8,Positive
Sangrur,0.1898,0.3817,20,Positive
Hajo,0.1896,0.3871,14,Positive
Sholinghur,0.1896,0.5371,52,Positive
Thiruvarur,0.1893,0.4608,123,Positive
Ambajogai,0.1893,0.5149,8,Positive
Tarakeswar,0.1889,0.4167,9,Positive
Hatgad,0.1888,0.4321,61,Positive
Naldurg,0.1875,0.4823,14,Positive
Thirthahalli,0.1875,0.4942,1,Positive
Kaloor,0.1873,0.472,38,Positive
Sagar Island,0.1872,0.4658,135,Positive
Dhikuli,0.1872,0.3939,11,Positive
Balicha,0.1867,0.4367,1,Positive
Bhairapur,0.1867,0.5367,1,Positive
Velsao,0.1864,0.499,15,Positive
Nighoj,0.1859,0.5751,19,Positive
Thiruvidandai,0.1853,0.4266,23,Positive
Revdanda,0.1852,0.5111,3,Positive
Kishangarh,0.1843,0.465,26,Positive
Balurghat,0.1837,0.4466,6,Positive
Kupup,0.1833,0.5,2,Positive
Kangar Dharyar,0.1833,0.5,1,Positive
Sirkazhi,0.1822,0.4438,58,Positive
Alipurduar,0.1816,0.4554,8,Positive
Jageshwar,0.1815,0.5374,66,Positive
Mandore,0.1815,0.5302,14,Positive
Mangar,0.18,0.36,1,Positive
Hatkoti,0.18,0.5566,11,Positive
Thiruvalla,0.1798,0.4606,146,Positive
Lonar,0.1792,0.5013,168,Positive
Bagalkot,0.1788,0.4952,51,Positive
Sitapur,0.1785,0.4486,27,Positive
Chinnamanur,0.178,0.4528,3,Positive
Kelwa,0.1778,0.2333,2,Positive
Bhagani,0.1778,0.5333,3,Positive
Barshi,0.1776,0.2336,5,Positive
Darima,0.1768,0.3608,6,Positive
Deshnoke,0.1756,0.5464,441,Positive
Kannad,0.1753,0.4717,11,Positive
Jakrem,0.1752,0.6867,6,Positive
Pottankadu,0.175,0.45,1,Positive
Remed,0.175,0.15,2,Positive
Chandragutti,0.175,0.4767,3,Positive
Nababhat,0.1742,0.4391,20,Positive
Lumding,0.1728,0.4961,5,Positive
Changlang,0.1727,0.376,26,Positive
Nagrota,0.1717,0.4451,14,Positive
Borsad,0.1714,0.5259,26,Positive
Daltonganj,0.1714,0.397,7,Positive
Damoy,0.1707,0.4088,2,Positive
Mulshi,0.1706,0.5884,8,Positive
Chendamangalam,0.1705,0.3876,50,Positive
Bikkavolu,0.1694,0.2889,2,Positive
Vadakara,0.1694,0.38,11,Positive
Diphu,0.1685,0.5173,10,Positive
Khatkar Kalan,0.1685,0.4865,8,Positive
Dausa,0.1684,0.5504,143,Positive
Anaviratty,0.168,0.4413,143,Positive
Shingnapur,0.1675,0.5166,451,Positive
Rajgarh Gulahriya,0.1667,0.675,1,Positive
Kulithalai,0.1667,0.3333,1,Positive
Yeola,0.1667,0.3333,1,Positive
Ganagapur,0.1667,0.3333,1,Positive
Shey,0.1666,0.4165,8,Positive
Jubbal,0.1663,0.5277,11,Positive
Idar,0.1655,0.5282,8,Positive
Bhusawal,0.1655,0.3726,3,Positive
Hingoli,0.165,0.4828,57,Positive
Tarapur,0.1642,0.4806,7,Positive
Mandapeta,0.1636,0.4992,2,Positive
Mogra,0.1625,0.4375,1,Positive
Ramakkalmedu,0.1617,0.5965,6,Positive
Neral,0.1612,0.552,29,Positive
Khed,0.1611,0.6814,5,Positive
Hansi,0.1607,0.4133,13,Positive
Devipattinam,0.1604,0.3275,19,Positive
Kotkhai,0.1603,0.4075,9,Positive
Naya Raipur,0.1577,0.453,2,Positive
Yamunotri,0.1569,0.5567,167,Positive
Bhalki,0.1567,0.4413,10,Positive
Kodanad,0.1566,0.4937,161,Positive
Dhankhar,0.1559,0.5168,34,Positive
Hoovina Hadagalli Taluk,0.1556,0.3611,3,Positive
Mukhla,0.1543,0.4344,6,Positive
Pakur,0.1532,0.4274,22,Positive
Canning,0.1525,0.6017,2,Positive
Sibsagar,0.1512,0.4721,129,Positive
Malayattoor,0.1506,0.4485,37,Positive
Sankarankoil,0.1503,0.3847,11,Positive
Narsinghpur,0.15,0.3562,1,Positive
Mecheri,0.15,0.2562,2,Positive
Mannady,0.15,0.3333,1,Positive
Nagore,0.1486,0.4448,43,Positive
Pithapuram,0.1485,0.4266,47,Positive
Thirukalukundram,0.1481,0.4574,14,Positive
Budhauli,0.1475,0.4095,5,Positive
Alampur,0.1471,0.4099,20,Positive
Gangolihat,0.1464,0.5344,121,Positive
Churachandpur,0.1464,0.4673,5,Positive
Chintpurni,0.1444,0.4407,3,Positive
Bhildi,0.1434,0.4927,7,Positive
Sheopur,0.1391,0.5292,6,Positive
Anjanvel,0.1389,0.5065,3,Positive
Kadiri,0.1374,0.4182,6,Positive
Turtuk,0.1361,0.4798,33,Positive
Soron,0.1361,0.3806,3,Positive
Sirhind,0.1333,0.4211,6,Positive
Fazilka,0.1333,0.5596,5,Positive
Thiruvavaduthurai,0.1333,0.5333,1,Positive
Kaikaluru,0.1329,0.4414,9,Positive
Unnao,0.1326,0.3736,11,Positive
Ambalappuzha,0.1312,0.5875,1,Positive
Rajauri,0.1292,0.5756,3,Positive
Simlipal National Park,0.129,0.5688,6,Positive
Kalna,0.1289,0.492,21,Positive
Mon,0.1273,0.496,21,Positive
Pulicat,0.1264,0.4539,5,Positive
Sangolda,0.1263,0.5129,4,Positive
Melmaruvathur,0.1255,0.4437,8,Positive
Airari,0.125,0.6444,1,Positive
Arayankavu,0.125,0.25,2,Positive
Chatra,0.125,0.3776,4,Positive
Shantiniketan,0.1236,0.3833,2,Positive
Bhagdara,0.1222,0.3678,3,Positive
Bijolia,0.1219,0.326,4,Positive
Manarcaud,0.1213,0.5296,6,Positive
Khuldabad,0.1209,0.3657,16,Positive
Sidhpur,0.1208,0.4447,35,Positive
Awantipora,0.12,0.4342,38,Positive
Guptkashi,0.1199,0.4539,10,Positive
Huzurnagar,0.1167,0.2083,4,Positive
Nanguneri,0.1144,0.2654,8,Positive
Vagholi,0.1133,0.4633,1,Positive
Vaduvur,0.1125,0.5375,4,Positive
Oothukadu,0.1115,0.4646,5,Positive
Siruvachur,0.1111,0.4972,2,Positive
Renigunta,0.11,0.2883,2,Positive
Shahjahanpur,0.1095,0.4132,4,Positive
Shirali,0.1086,0.38,2,Positive
Naina Devi,0.108,0.3411,2,Positive
Along,0.1078,0.4801,10,Positive
Sabarimala,0.1069,0.3766,38,Positive
Kantilo,0.1055,0.3957,8,Positive
Godda,0.1042,0.6333,1,Positive
Champhai,0.1028,0.397,10,Positive
Thiruvennainallur,0.1,0.2,1,Positive
Jamui,0.1,0.4,1,Positive
Katoya,0.1,0.3833,2,Positive
Jibhi,0.0962,0.4094,3,Positive
Kharagpur,0.0958,0.2208,4,Positive
Dantewada,0.0941,0.4194,6,Positive
Andhakaranazhy,0.094,0.5881,1,Positive
Phillaur,0.0938,0.1875,1,Positive
Andanallur,0.0935,0.3762,1,Positive
Ghagra,0.0899,0.6635,3,Positive
Chimre,0.0875,0.6,1,Positive
Ladnun,0.0875,0.1554,2,Positive
Uttiramerur,0.0862,0.3988,2,Positive
Kesariya,0.0856,0.3362,10,Positive
Thanesar,0.085,0.333,11,Positive
Chumathang,0.0847,0.6192,12,Positive
Yadgir,0.0842,0.3272,5,Positive
Dandi,0.0833,0.1667,1,Positive
Oblaipalle,0.0833,0.2333,1,Positive
Todgarh,0.08,0.27,1,Positive
Banda,0.0785,0.4953,9,Positive
Barpeta,0.078,0.1914,4,Positive
Meenangadi,0.0774,0.1714,2,Positive
Muthanga,0.0769,0.3723,18,Positive
Pandua,0.0752,0.5145,5,Positive
Ahwa,0.075,0.5,2,Positive
Rai,0.0661,0.3567,3,Positive
Devadhanapatti,0.0651,0.3159,1,Positive
Aragonda,0.0636,0.2797,6,Positive
Irikkur,0.0625,0.5,1,Positive
Injole,0.0611,0.3875,3,Positive
Molcornem,0.0531,0.2372,6,Positive
East Khasi Hills District,0.05,0.4095,1,Neutral
Chintamani,0.05,0.2,1,Neutral
Mahadevapura,0.05,0.5,1,Neutral
Arakkonam,0.0487,0.5235,5,Neutral
Dhaulas,0.0486,0.5,3,Neutral
Budaun,0.0354,0.5333,2,Neutral
Renuka Ji,0.034,0.4706,9,Neutral
Pottenplave,0.0299,0.4529,5,Neutral
Samaguri,0.0298,0.2946,1,Neutral
Mishrikh Neemsar,0.0278,0.1389,3,Neutral
Rajbalhat,0.025,0.35,1,Neutral
Kolasib,0.025,0.6,1,Neutral
Raireshwar,0.025,0.4062,2,Neutral
Kadayam,0.0222,0.3111,1,Neutral
Hosadurga,0.0204,0.3722,3,Neutral
Tindivanam,0.02,0.62,1,Neutral
Robertsganj,0.0174,0.4056,2,Neutral
Villianur,0.017,0.1068,2,Neutral
Washim,0.0157,0.4038,8,Neutral
Dhemaji,0.0083,0.175,6,Neutral
Farakka,0.003,0.4584,10,Neutral
Eppodumvenran,0.0028,0.4889,1,Neutral
Lakhimpur,0.0023,0.4604,2,Neutral
Samana,0.0,0.0,1,Neutral
Wadapally,0.0,0.5,1,Neutral
Ramdevra,0.0,0.0,1,Neutral
Nagrasu,0.0,0.0,1,Neutral
Hanumanthapuram,0.0,0.2,2,Neutral
Mappedu,0.0,0.25,1,Neutral
Wahkhen,0.0,0.25,1,Neutral
Thiruvaiyaru,0.0,0.0,1,Neutral
Tippi,0.0,0.0,1,Neutral
Garhwa,0.0,0.0,1,Neutral
Galajwari,0.0,1.0,1,Neutral
Brahmadesam,0.0,0.2,1,Neutral
Dubrajpur,-0.01,0.42,1,Neutral
Sanawad,-0.0118,0.7027,8,Neutral
Salasi,-0.0174,0.4698,4,Neutral
Garh Siliyara,-0.0333,0.3,2,Neutral
Burwa,-0.0357,0.3643,1,Neutral
Nambol,-0.0375,0.1625,2,Neutral
Chhachhrauli,-0.0417,0.3948,3,Neutral
Kumaon,-0.0428,0.6558,3,Neutral
Radhakishorepur,-0.05,0.35,1,Neutral
Kailashahar,-0.05,0.275,2,Neutral
Perambalur,-0.0563,0.3938,4,Negative
Khonsa,-0.0625,0.6875,2,Negative
Jalasangvi,-0.075,0.4,1,Negative
Nala Sopara,-0.075,0.1,1,Negative
Athipotta,-0.0889,0.3667,1,Negative
Gubbi,-0.0972,0.31,2,Negative
Kiriburu,-0.125,1.0,1,Negative
Bhadravati,-0.15,0.2385,1,Negative
Denkanikottai,-0.1556,0.55,3,Negative
Taliparamba,-0.1583,0.5833,2,Negative
Tamil Nadu,-0.1667,0.25,1,Negative
Haddo,-0.1833,0.3333,1,Negative
Senganur,-0.25,0.4,1,Negative
Sanghol,-0.3375,0.8875,2,Negative
